File Name,Job Title,EXP Job Title,Job Number,Job Duties,Salary Range,Open Date,EXPERIENCE_LENGTH,Education Years,PART-TIME OR FULL-TIME,School Type,Educational Major,Required License,Exam Type,COURSE_SUBJECT,Course Counts,Course Length ,Job Requirements
cityofla/Job Bulletins\SENIOR TITLE EXAMINER 1947 121517.txt,SENIOR TITLE EXAMINER,MINER,1947,"A Senior Title Examiner assigns, reviews, and evaluates the work of one or more Title Examiners engaged in searching and examining public and title company records to determine ownership and interests in real property and preparing abstracts and reports; personally assists with the more difficult assignments; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills equal employment opportunity responsibilities; and does related work.","$61,658 to $90,180",12/15/2017,2,,FULL-TIME,None,MATHEMATICS,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,Two years of full-time paid experience as a Title Examiner.
cityofla/Job Bulletins\SENIOR TRAFFIC SUPERVISOR 3218 121517.txt,SENIOR TRAFFIC SUPERVISOR,MANAGEMENT,3218,"A Senior Traffic Supervisor assigns, reviews, and evaluates the work of a group of employees engaged in traffic direction, parking control, impoundment of vehicles, traffic control at special events, and other related traffic and pedestrian safety functions; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","$51,970 to $75,982; $58,296 to $85,232; and $65,396 to $95,630",12/15/2017,2,,FULL-TIME,None,,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,Two years of full-time paid experience as a Traffic Officer with the City of Los Angeles.
cityofla/Job Bulletins\SENIOR TRANSPORTATION ENGINEER 9262 102017.txt,SENIOR TRANSPORTATION ENGINEER,ENGINEER,9262,"A Senior Transportation Engineer performs difficult and responsible professional transportation engineering work in directing the planning, research, design and operational activities of a division of the Department of Transportation; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","$105,444 to $149,981",10/20/2017,2,,FULL-TIME,None,ENGINEERING,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"1. Two years of full-time paid professional experience at the level of a Transportation Engineer engaged in transportation engineering; and
2. Registration as a professional engineer in Traffic Engineering or Civil Engineering with the California State Board for Professional Engineers, Land Surveyors, and Geologists."
cityofla/Job Bulletins\SENIOR TRANSPORTATION INVESTIGATOR 4273 070717 (2).txt,SENIOR TRANSPORTATION INVESTIGATOR,INVESTIGATOR,4273,"A Senior Transportation Investigator assigns, reviews and evaluates the work of Transportation Investigators engaged in the enforcement of transportation regulations or transportation franchise provisions in the City of Los Angeles; monitors parking meter revenue collection personnel and related facilities and activities; may perform the more difficult inspections and investigations or the surveillance of suspects in the theft of revenue; makes arrests and appears in court on such matters; prepares reports and makes recommendations to the Board of Transportation Commissioners and Board of Taxicab Commissioners; and applies sound supervisory principles and techniques in building and maintaining an effective workforce.","$66,294 to $96,904",7/7/2017,2,,FULL-TIME,None,,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"Two years of full-time paid experience at the level of Transportation Investigator performing duties in regulatory inspection, investigation of violations, and enforcement of legal requirements."
cityofla/Job Bulletins\SENIOR UNDERGROUND DISTRIBUTION CONSTRUCTION SUPERVISOR 3815 072817.txt,SENIOR UNDERGROUND DISTRIBUTION CONSTRUCTION SUPERVISOR,SUPERVISOR,3815,"A Senior Underground Distribution Construction Supervisor plans, organizes and directs the work of two or more Underground Distribution Construction Supervisors and their crews engaged in construction, maintenance, and repair of underground ducts, maintenance holes and vaults; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","$119,454 to $126,115 and $138,726 to $146,452",7/28/2017,2,,FULL-TIME,None,CONSTRUCTION,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,Two years of full-time paid experience as an Underground Distribution Construction Supervisor with the City of Los Angeles.
cityofla/Job Bulletins\SENIOR UTILITY ACCOUNTANT 1521 100716.txt,SENIOR UTILITY ACCOUNTANT,ACCOUNTANT,1521,"A Senior Utility Accountant assigns, reviews and evaluates the work of professional accounting and clerical employees engaged in the preparation and maintenance of accounting records, budgetary controls, financial records, and statistical reports; performs difficult and responsible accounting, finance, and auditing work; conducts credit and financial analyses; performs risk control compliance monitoring and reporting; conducts cost and investment studies; performs auditing and analyses of books, records, physical properties and internal controls; and formulates financial services related policies and procedures in the Department of Water and Power; and applies sound supervisory principles and techniques in building and maintaining an effective work force and fulfills equal employment opportunity responsibilities.","$82,517 to $102,520; $90,347 to $112,250; $98,678 to $122,607; $110,267 to $136,972.",10/7/2016,2,,FULL-TIME,None,ACCOUNTING,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,Two years of full-time paid professional accounting or auditing experience with the City of Los Angeles in a class at the level of Utility Accountant.
cityofla/Job Bulletins\SENIOR UTILITY BUYER 1862 052518.txt,SENIOR UTILITY BUYER,BUYER,1862,"A Senior Utility Buyer performs, plans, organizes and directs the work of a group in the Supply Chain Services Division of the Department of Water and Power; applies sound supervisory principles and techniques in building and maintaining an effective work force and fulfills equal employment opportunity responsibilities.","$107,364 to $113,357 and $119,036 to $125,676",5/25/2018,2,3,FULL-TIME,COLLEGE OR UNIVERSITY,CONTRACTS MANAGEMENT,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"Two years of full-time paid experience as a Utility Buyer, or in a class which is at that level and which provides experience purchasing services, including processing Requests for Proposal."
cityofla/Job Bulletins\SENIOR UTILITY SERVICES SPECIALIST 3573 113018.txt,SENIOR UTILITY SERVICES SPECIALIST,MANAGEMENT,3753,"A Senior Utility Services Specialist assigns, reviews, evaluates, and may assist in the work of employees engaged in the marketing, efficient use and conservation of electric energy and water among residential, commercial, industrial, governmental and institutional customers; develops and implements marketing plans and strategies; oversees various marketing and customer outreach support functions; develops and implements energy and water efficiency programs; manages large commercial accounts; facilitates resolution of complex customer issues; conducts energy and water surveys and audits; advises residential, business and commercial customers on conservation techniques and practices, business solutions, and products and services; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills equal employment opportunity responsibilities; and does related work.","$117,199 to $145,596",11/30/2018,2,,FULL-TIME,None,BUSINESS,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"Two years of full-time paid experience with the City of Los Angeles as a journey-level Utility Services Specialist or in a position at that level which provides experience in conducting conservation audits; building and maintaining long-term relationships with large business customers; supporting customer management and communications; analyzing, planning, designing, implementing or marketing of water and/or energy-efficiency programs or rate applications for residential, commercial and/or industrial establishments; evaluating the effectiveness of existing products, programs and services; analyzing the potential for new products, programs and services; or analyzing detailed customer service information and market intelligence information and competitors."
cityofla/Job Bulletins\SENIOR UTILITY SERVICES SPECIALIST 3753 121815 (1).txt,SENIOR UTILITY SERVICES SPECIALIST,MANAGEMENT,3753,"A Senior Utility Services Specialist assigns, reviews, and evaluates the work of employees engaged in the marketing, efficient use and conservation of electric energy and water among residential, commercial, governmental and institutional customers; develops and implements marketing plans and strategies; oversees various marketing and customer outreach support functions; develops and implements energy efficiency programs; manages large commercial accounts; facilitates resolution of complex customer issues; conducts energy and water surveys and audits; advises residential, business and commercial customers on conservation techniques and practices, business solutions, and products and services; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills equal employment opportunity responsibilities; and does related work.","$106,780 to $132,671",12/18/2015,2,,FULL-TIME,None,BUSINESS,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"Two years of full-time paid experience with the City of Los Angeles as a journey-level Utility Services Specialist or in a position at least at that level which provides experience in conducting conservation audits; building and maintaining long-term relationships with large business customers; supporting customer management and communications; analyzing, planning, designing, implementing or marketing of water and/or energy-efficiency programs or rate applications for residential, commercial and/or industrial establishments; evaluating the effectiveness of existing products, programs and services; analyzing the potential for new products, programs and services; or analyzing detailed customer service information and market intelligence information and competitors."
cityofla/Job Bulletins\SENIOR WASTEWATER TREATMENT OPERATOR 4124 041417.txt,SENIOR WASTEWATER TREATMENT OPERATOR,SUPERVISOR,4124,"A Senior Wastewater Treatment Operator assigns, reviews and evaluates the work of Wastewater Treatment Operators engaged in the operation and maintenance of liquids treatment, solids handling and/or reclamation processing equipment in a wastewater treatment plant; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","$114,234 (flat-rated)",4/14/2017,1,,FULL-TIME,None,MAINTENANCE,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"1. One year of full-time paid experience in a class at the level of Wastewater Treatment Operator functioning as a lead worker in directing and instructing a crew in the maintenance and operation of wastewater treatment, sludge treatment and sludge processing equipment; and
2. A Grade III Certificate issued by the State Water Resources Control Board."
cityofla/Job Bulletins\SENIOR WINDOW CLEANER 3174 013114 Rev021314.txt,SENIOR WINDOW CLEANER,WINDOW CLEANER,3174,"A Senior Window Cleaner supervises and participates in the work of a group of Window Cleaners engaged in washing and cleaning windows, including windows which are at considerable heights and/or not easily accessible for cleaning.","$44,223 to $54,956",1/31/2014,2,,PART-TIME,None,AIRPORT,R,BOTH AN INTERDEPARTMENTAL PROMOTIONAL AND OPEN COMPETITIVE BASIS,,0,0,Two years of full-time paid experience in a position at least at the level of Window Cleaner which provides experience in the inside and outside cleaning of windows above the ground floor.
cityofla/Job Bulletins\SENIOR WORKERS_ COMPENSATION ANALYST 1769 041417 REV 042717.txt,SENIOR WORKERS' COMPENSATION ANALYST,ANALYST,1769,"A Senior Workers' Compensation Analyst analyzes claims for workers' compensation benefits; confers with and advises concerned parties and agencies; assigns, reviews, and evaluates the work of professional employees investigating, analyzing, and providing appropriate benefits for such claims; applies sound supervisory principles and techniques in building and maintaining an effective work force.","$67,066 to $98,073",4/14/2017,2,,PART-TIME,None,,R,BOTH AN INTERDEPARTMENTAL PROMOTIONAL AND OPEN COMPETITIVE BASIS,,0,0,"1. 	Two years of full-time paid experience as a Workers' Compensation Analyst or Senior Claims Representative with the City of Los Angeles; or
2.	Three years of full-time paid experience as a workers' compensation analyst or in a position at that level administering indemnity claims, investigating and adjusting workers' compensation claims."
cityofla/Job Bulletins\SHEET METAL SUPERVISOR 3777 061314.txt,SHEET METAL SUPERVISOR,SHEET METAL WORKER,3777,"A Sheet Metal Supervisor supervises the fabrication, assembly, installation, and repair of a variety of sheet metal parts or equipment; and the maintenance, installation and adjustment or repair of duct work, filters, blowers and forced-air heating, cooling, and ventilating control devices and systems.","$92,039 (flat-rated)",6/13/2014,4,,FULL-TIME,None,MAINTENANCE,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,Four years of full-time paid experience as a journey-level sheet metal worker.
cityofla/Job Bulletins\SHEET METAL WORKER 3775 093016.txt,SHEET METAL WORKER,OPERATIONS,3775,"A Sheet Metal Worker performs skilled work in layout, fabrication, assembly, installation and repair of a variety of sheet metal parts and equipment, including commercial truck parts and panels, boxes, lockers, cabinets, shelves, table tops, sinks, range hoods, rain gutters, downspouts, flashings, fluid tanks and air-conditioning ventilating ducts; and in the maintenance, installation, adjustment and repair of duct work, filters, blowers and forced-air heating, cooling and ventilating control devices and systems; occasionally performs arc, gas, and MIG welding; and calibrates pneumatic controls and performs air balancing.","$86,777(flat-rated)",9/30/2016,5,5,PART-TIME,APPRENTICESHIP,FITNESS,R,BOTH AN INTERDEPARTMENTAL PROMOTIONAL AND OPEN COMPETITIVE BASIS,,0,0,"1. Completion of a recognized apprenticeship as a sheet metal worker; or
2. Five years of full-time paid experience in sheet metal work."
cityofla/Job Bulletins\SHIFT SUPERINTENDENT WASTEWATER TREATMENT 7242 072415.txt,SHIFT SUPERINTENDENT WASTEWATER TREATMENT,SUPERVISOR,7242,"A Shift Superintendent Wastewater Treatment supervises the operating activities of a wastewater treatment facility; plans, coordinates, and directs the work of technical employees engaged in activities necessary to operate various treatment processes and related wastewater treatment equipment; applies sound supervisory principles in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","$96,444 to $119,830 and $101,810 to $126,491",7/24/2015,2,,FULL-TIME,None,CHEMICAL ENGINEERING,R,BOTH AN INTERDEPARTMENTAL PROMOTIONAL AND OPEN COMPETITIVE BASIS,,0,0,"1. Two years of full-time paid supervisory experience in a class at the level of a Senior Wastewater Treatment Operator, managing employees engaged in wastewater treatment operations; or
2. Two years of full-time paid supervisory and process engineering experience in a class at the level of an Environmental Engineering Associate III, managing employees engaged in wastewater treatment operations."
cityofla/Job Bulletins\SHIP CARPENTER 3348 093016.txt,SHIP CARPENTER,CARPENTER,3348,"A Ship Carpenter does specialized carpentry in building, maintaining, drydocking, and repairing barges, launches, rowboats, tugs, pilot boats, and other vessels, and floats and docks.","$82,350 (flat-rated)",9/30/2016,6,6,PART-TIME,APPRENTICESHIP,,R,BOTH AN INTERDEPARTMENTAL PROMOTIONAL AND OPEN COMPETITIVE BASIS,,0,0,"1. Completion of a recognized apprenticeship as a ship carpenter; or
2. Six years of full-time paid experience performing boat building or repair work."
cityofla/Job Bulletins\SHOPS SUPERINTENDENT 3780 051118.txt,SHOPS SUPERINTENDENT,SUPERVISOR,3780,"A Shops Superintendent plans, organizes and directs or assists in the direction of all machine shop, electrical repair, welding, structural steel, sheet metal, and related shop and field activities in the inspection, maintenance, overhaul, repair, and reconditioning of major generation, transmitting, and distribution equipment in the Department of Water and Power; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","$155,660 to $193,390 and $167,040 to $207,526",5/11/2018,2,,FULL-TIME,None,MAINTENANCE,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"Two years of full-time paid experience as a senior supervisor in the fabrication, major repair, reconditioning, or rebuilding of thermal and hydro powered electrical generating units and large power transformers."
cityofla/Job Bulletins\SIGN PAINTER 3428 121214.txt,SIGN PAINTER, HELPER ,3428,"A Sign Painter lays out and paints signs using freehand, stencils, computer, and silk screen methods on a variety of surfaces and materials, applying large vinyl cut graphics and related fabrication.","$72,766 (flat-rated)",12/12/2014,6,6,FULL-TIME,APPRENTICESHIP,,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"1. Completion of a recognized apprenticeship as a sign painter; or
2. Six years of full-time paid experience as a helper to a sign painter."
cityofla/Job Bulletins\SIGN SHOP SUPERVISOR 3419 030615.txt,SIGN SHOP SUPERVISOR,PAINTER,3419,A Sign Shop Supervisor supervises journey level sign painters and helpers engaged in manufacturing nonelectric traffic control and other signs.,"$81,578 (flat-rated)",3/6/2015,2,,FULL-TIME,None,,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,Two years of full-time paid experience as a journey level sign painter.
cityofla/Job Bulletins\SIGNAL SYSTEMS ELECTRICIAN 3819 042018.txt,SIGNAL SYSTEMS ELECTRICIAN,ASSISTANT,3819,"A Signal Systems Electrician performs skilled technical work and may act as a lead for and work with a signal construction or signal systems crew installing, repairing, maintaining, and modifying electric and microprocessor based traffic signal control devices and video and computer communications systems.","$90,645 (flat-rated)",4/20/2018,2,4,PART-TIME,APPRENTICESHIP,CONSTRUCTION,R,BOTH AN INTERDEPARTMENTAL PROMOTIONAL AND OPEN COMPETITIVE BASIS,"electrical or electronic technology, such as Basic Electrical and Electronics Theory, Solid State Devices and Circuitry, Digital Electronics, and Microprocessors and Microcomputers from an accredited college or trade school; or",2,3,"1. Completion of a recognized apprenticeship as an electrician, which provides experience or training in electrical or electronic control work; or
2. Two years of full-time paid experience as an Assistant Signal Systems Electrician with the City of Los Angeles or two years of full-time paid experience performing electrical or electronics control work. Both require 18 semester units or 27 quarter units in electrical or electronic technology, such as Basic Electrical and Electronics Theory, Solid State Devices and Circuitry, Digital Electronics, and Microprocessors and Microcomputers from an accredited college or trade school; or
3. Four years of full-time paid experience as an Electrical Craft Helper with the City of Los Angeles and completion of the educational requirements specified in requirement #2.
Successful completion of a military electrician or electronics course of 24 weeks or longer may be substituted for the educational requirement specified in Requirement #2."
cityofla/Job Bulletins\SIGNAL SYSTEMS SUPERINTENDENT 3832 110416.txt,SIGNAL SYSTEMS SUPERINTENDENT,SUPERVISOR,3832,"A Signal Systems Superintendent directs, through subordinate supervisors, the construction, maintenance, and repair of traffic signals on a City-wide basis. An employee of this class determines general procedures within the framework of applicable laws and Department of Transportation regulations and policies. The work involves difficult scheduling and coordination problems. The work of the division occurs throughout the City, is often interrelated with the needs of other units, and is sometimes of an emergency nature.","$92,707 to $131,919",11/4/2016,2,,FULL-TIME,None,CONSTRUCTION,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"Two years of full-time paid experience with the City of Los Angeles as Signal Systems Supervisor, or in a class at that level which provides experience in supervising the installation, maintenance, and repair of electric or electronic traffic signal equipment."
cityofla/Job Bulletins\SIGNAL SYSTEMS SUPERVISOR 3839 092818.txt,SIGNAL SYSTEMS SUPERVISOR,ELECTRICIAN ,3839,"A Signal Systems Supervisor assigns, reviews and evaluates the work of several traffic signal crews engaged in installing, maintaining, and repairing electric and electronic traffic signals and controllers on a regular or emergency basis; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities. A Signal Systems Supervisor may supervise other Signal Systems Supervisors to plan and coordinate this type of work in a large area of the City or the Traffic Signal Lab.","$104,123 and $109,223 (flat-rated)",9/28/2018,2,,FULL-TIME,None,MAINTENANCE,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,Two years of full-time paid experience as a Signal Systems Electrician with the City of Los Angeles.
cityofla/Job Bulletins\SOCIAL WORKER 2385 102717  revised.txt,SOCIAL WORKER,SOCIAL WORKER,2385,"A Social Worker performs a variety of professional social work tasks involving individuals, families, groups and communities; provides information and assistance to program recipients, caregivers and other professionals providing services to clients; performs continuing client assessment, diagnosis and treatment plans for various social services programs; may assign, review and evaluate the work of a group of employees engaged in delivering social services, including applying sound supervisory principles and techniques including building and maintaining an effective work force and fulfilling equal employment opportunity responsibilities, and personally conducts clinical assessments.","$58,171 to $85,044; $68,611 to $100,307; and $81,035 to $118,473.",10/27/2017,2,4,FULL-TIME,COLLEGE OR UNIVERSITY,SOCIAL WORK,R,ONLY ON AN OPEN COMPETITIVE BASIS,,0,0,"Graduation from an accredited four-year college or university with a degree in social work, social welfare, gerontology or psychology."
cityofla/Job Bulletins\SOLID RESOURCES SUPERINTENDENT 4102 031017 REV 032317 (2).txt,SOLID RESOURCES SUPERINTENDENT,SUPERVISOR,4102,"A Solid Resources Superintendent plans, organizes, directs and coordinates the work of Solid Resources collection personnel engaged in Citywide Solid Resources collection, recycling and disposal programs or activities; prepares and monitors budgetary activities for the respective programs or activities; applies sound supervisory principles and techniques in building and maintaining an effective work force and fulfills equal employment opportunity responsibilities.","$88,218 to $125,551",3/10/2017,2,,FULL-TIME,None,,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"Two years of full-time paid experience with the City of Los Angeles as a Refuse Collection Supervisor or in a class at that level supervising the collection, disposal, processing, transformation or related Solid Resources collection activities involved in municipal wastes."
cityofla/Job Bulletins\SOLID WASTE DISPOSAL SUPERINTENDENT 4108 020218.txt,SOLID WASTE DISPOSAL SUPERINTENDENT,SUPERVISOR,4108,"A Solid Waste Disposal Superintendent plans, organizes, directs, and coordinates the work of solid waste disposal personnel engaged in landfill closure, construction and post closure, maintenance activities, green waste mulching and composting facilities, material recovery facilities, and transfer stations; prepares and monitors budgetary activities for the division; projects staffing and equipment needs for new facilities and programs; applies sound supervisory techniques in building and maintaining an effective work force; fulfills equal employment opportunity responsibilities; and does related work.","$81,161 to $118,661 and $88,698 to $129,623.",2/2/2018,2,,FULL-TIME,None,CONSTRUCTION,P,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"Two years of full-time paid experience in a class at the level of Equipment Supervisor supervising work crews involved in one or more of the following:
a. Landfill construction and/or landfill maintenance activities; or
b. Green waste handling and processing operations of at least 100 tons per day; or
c. Operation and supervision of staff engaged in waste transfer station activities at a minimum of 2,000 tons per day of refuse."
cityofla/Job Bulletins\SPECIAL INVESTIGATOR 0602 042216.txt,SPECIAL INVESTIGATOR,INVESTIGATOR,602,"A Special Investigator conducts highly complex and sensitive personnel, financial, and administrative investigations; reviews and analyzes evidence which may involve violation of City policies, or of laws which may involve misconduct, possibly criminal in nature, by City employees; reviews complaint investigations; secures facts and develops evidence from all sources to establish the extent and nature of violations being investigated; and conducts risk assessments of potential fraud, data-mining probes of potential waste/abuse of City resources, and investigative interviews of witnesses, informants, suspects, custodians of records, and public and private persons at all levels.","$64,665 to $94,502 and $83,373 to $121,897",4/22/2016,3,3,FULL-TIME,COLLEGE OR UNIVERSITY,JOURNALISM,R,ONLY ON AN OPEN COMPETITIVE BASIS,,0,0,"Three years of full-time paid experience conducting investigations in the following areas: employment law, policies, and practices; or community advocacy; or alleged fraud, waste or misuse."
cityofla/Job Bulletins\SR CRIME _ INTELLIGENCE ANALYST 2241 011516.txt,SENIOR CRIME AND INTELLIGENCE ANALYST,ANALYST,2241,"A Senior Crime and Intelligence Analyst plans, organizes, and directs professional, technical, and clerical personnel in performing crime analysis activities; personally performs the more complex, difficult, and sensitive work; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","$76,379 to $111,624",1/15/2016,2,,FULL-TIME,None,,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"Two years of full-time paid experience as a Crime and Intelligence Analyst II or in a position at that level researching, compiling, and analyzing crime trends."
cityofla/Job Bulletins\STAFF ASSISTANT TO GENERAL MANAGER WATER AND POWER 9185 032715.txt,STAFF ASSISTANT TO GENERAL MANAGER WATER AND POWER,MANAGEMENT,9185,"A Staff Assistant to General Manager Water and Power reviews and analyzes Department expenditure programs, rates revenues, and costs; makes recommendations on the development of financial and budgetary planning and policies; advises management on financial and budgetary and personnel matters; may plan, organize and direct the work of staff engaged in such activities; and does related work.","$144,218 to $179,171",3/27/2015,3,4,PART-TIME,COLLEGE OR UNIVERSITY,BUSINESS,R,BOTH AN INTERDEPARTMENTAL PROMOTIONAL AND OPEN COMPETITIVE BASIS,,0,0,"1. Current full-time paid employment with the City of Los Angeles; and 
2. Graduation from an accredited four-year college or university and three years of full-time paid project management experience in a position at the level of a Utility Administrator III supervising professional staff responsible for work in one of the following areas: engineering, information technology, human resources, operating and capital budget planning and preparation, organizational development, strategic planning and workforce development, or utilities marketing."
cityofla/Job Bulletins\STEAM PLANT ASSISTANT 5622 051118 (1).txt,STEAM PLANT ASSISTANT,ELECTRICAL,5622,"A Steam Plant Assistant assists in either operating, maintaining, or repairing steam electric generating plant equipment, including mechanical, electrical control and instrumentation, and auxiliary equipment.","$60,405 to $75,042 and $70,219 to $87,257",5/11/2018,1,4,FULL-TIME,COLLEGE OR UNIVERSITY,MATHEMATICS,R,ONLY ON AN OPEN COMPETITIVE BASIS,,3,1,"1. Completion of at least eight months in the Utility Pre-Craft Trainee training program sponsored by the Department of Water and Power; or 
2. Successful completion of three semester units or four quarter units from an accredited college or university or trade school in physics, chemistry, electricity, or electronics; or
3. Successful completion of one year of high school level course work in physics, chemistry, electricity, or electronics; or 
4. Completion of the Hayden Electricity course sponsored by the Department of Water and Power; or
5. One year of full-time paid experience in electrical or mechanical work involving the operation, maintenance, or repair of large machinery as found in an engine room on board a ship or in an electric generating plant, or electrical generating and distribution equipment such as found in an electric generating plant or receiving and distribution stations, or electrical distribution systems, including those of major industrial facilities such as oil refineries, chemical plants, or water treatment plants."
cityofla/Job Bulletins\STEAM PLANT MAINTENANCE MECHANIC 5630 0902116.txt,STEAM PLANT MAINTENANCE MECHANIC,ASSISTANT,5630,"A Steam Plant Maintenance Mechanic repairs, overhauls, and maintains high pressure, high temperature boilers, heat recovery steam generators (HRSG), steam turbines, gas turbines, and auxiliary equipment found in a large steam electric generating station.","The salary in the Department of Water and Power is $97,092 (flat-rated).",9/2/2016,3,,FULL-TIME,None,MAINTENANCE,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"Three years of full-time paid experience as a Steam Plant Assistant with the City of Los Angeles, one year of which must be as an Assistant Maintenance Mechanic or Controls Mechanic working on the maintenance, repair and overhaul of equipment at a large steam electric generating station."
cityofla/Job Bulletins\STEAM PLANT MAINTENANCE SUPERVISOR 3786 033117.txt,STEAM PLANT MAINTENANCE SUPERVISOR,MECHANIC,3786,"A Steam Plant Maintenance Supervisor assigns, reviews, and evaluates the work of a crew of journey-level employees and helpers engaged in the maintenance and repair of the electrical and mechanical equipment and the buildings of a steam-electric generating station and related facilities; or supervises several supervisors and their crews doing this type of work in a maintenance section; applies sound supervisory principles and techniques, including equal employment opportunity responsibilities, in building and maintaining an effective workforce.","$115,570 to $122,022 and $128,641 to $135,824",3/31/2017,4,,FULL-TIME,None,MAINTENANCE,R,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,Four years of full-time paid experience with the City of Los Angeles as a Steam Plant Maintenance Mechanic or in a class at that level performing maintenance and repair of electric or mechanical equipment in a steam-electric generating station.
cityofla/Job Bulletins\STEAM PLANT OPERATOR 5624 101416.txt,STEAM PLANT OPERATOR,ASSISTANT,5624,"A Steam Plant Operator oversees and participates in the operations of electric-generating equipment from remote control boards and from actual equipment locations including turbines, generators, high-pressure boilers, auxiliary equipment, and electrical switching facilities.","$92,665; and $103,460 (flat-rated)",10/14/2016,3,,FULL-TIME,None,MAINTENANCE,P,ONLY ON AN INTERDEPARTMENTAL PROMOTIONAL BASIS,,0,0,"Three years of full-time paid experience with the City of Los Angeles as a Steam Plant Assistant, one year of which must be as a Station Equipment Operator or Controls Mechanic in the independent operation and inspection of mechanical and electrical equipment at a steam-electric generating plant."
cityofla/Job Bulletins\STOREKEEPER 1835 051118.txt,STOREKEEPER,INVENTOR,1835,"A Storekeeper assigns, reviews and evaluates the work of a small group of employees engaged in ordering, receiving, inspecting, storing, issuing, securing and accounting for materials, supplies, automotive parts, records, tools and equipment and performs related minor repair and assembly work; applies sound supervisory principles and techniques in building and maintaining an effective work force and fulfills equal employment opportunity responsibilities.","$45,309 to $66,231 and $46,374 to $67,818",5/11/2018,2,,PART-TIME,None,ACCOUNTING,R,BOTH AN INTERDEPARTMENTAL PROMOTIONAL AND OPEN COMPETITIVE BASIS,,0,0,"1. Two years of full-time paid experience as a Warehouse and Toolroom Worker with the City of Los Angeles; or
2. Two years of full-time paid experience in a class at the level of Warehouse and Toolroom Worker which includes all of the following activities:  ordering, receiving, inspecting, storing, issuing, securing and accounting for each of the following categories:  materials, supplies, tools, and equipment."
